Hospital Name,City,State,ZIP Code,County Name,Phone Number,MortalityRanked,PatientRanked,PSIRanked,SpendingRanked,Latitude,Longitude
KAISER FOUNDATION HOSP SO SACRAMENTO,SACRAMENTO,CA,95823,SACRAMENTO,9166882000,5.49523722641,5.88670687277,6.85233287892,8.5146697482,38.477508,-121.44561000000002
KAISER FOUNDATION HOSPITAL - SACRAMENTO,SACRAMENTO,CA,95825,SACRAMENTO,9169735000,5.01108203244,4.97430367001,6.43573806663,8.04220046871,38.594205000000002,-121.40726000000001
MERCY GENERAL HOSPITAL,SACRAMENTO,CA,95819,SACRAMENTO,9164534453,5.76055172553,6.23072775251,4.71429442653,6.65091581279,38.568854999999999,-121.44098999999999
MERCY HOSPITAL OF FOLSOM,FOLSOM,CA,95630,SACRAMENTO,9169837400,5.00003077269,5.70721771813,5.39648999888,7.11099910068,38.672127000000003,-121.15783
MERCY SAN JUAN MEDICAL CENTER,CARMICHAEL,CA,95608,SACRAMENTO,9165375000,3.81659791573,5.18370768376,4.93204112922,7.1578406689,38.628371000000001,-121.32701999999999
METHODIST HOSPITAL OF SACRAMENTO,SACRAMENTO,CA,95823,SACRAMENTO,9164236010,5.43912499172,4.83968680403,6.46044386505,8.25523952419,38.477508,-121.44561000000002
SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF,SACRAMENTO,CA,95817,SACRAMENTO,9164532000,4.89143022708,5.21362254286,6.32627180298,6.93399202078,38.551105999999997,-121.45996000000001
"SUTTER MEDICAL CENTER, SACRAMENTO",SACRAMENTO,CA,95816,SACRAMENTO,9167338999,6.60983496529,5.96149402054,6.54280547782,7.66476552502,38.571660999999999,-121.46826999999999
UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,SACRAMENTO,CA,95817,SACRAMENTO,9167342011,5.75610053835,5.67730285902,6.60561057135,7.34971093875,38.551105999999997,-121.45996000000001
HAZEL HAWKINS MEMORIAL HOSPITAL,HOLLISTER,CA,95023,SAN BENITO,8316375711,4.10978374449,5.33328197929,6.35539051351,8.72005200888,36.862242999999999,-121.38006000000001
ARROWHEAD REGIONAL MEDICAL CENTER,COLTON,CA,92324,SAN BERNARDINO,9095801000,5.76930878819,5.21362254286,6.39550386828,7.6908887073,34.061931000000001,-117.31995000000001
BARSTOW COMMUNITY HOSPITAL,BARSTOW,CA,92311,SAN BERNARDINO,7602561761,4.90880973464,5.34823940885,6.63354557874,9.30106761473,34.894181000000003,-117.03636000000002
BEAR VALLEY COMMUNITY HOSPITAL,BIG BEAR LAKE,CA,92315,SAN BERNARDINO,9098666501,4.89143022708,6.73928035733,6.32627180298,6.93399202078,34.241295000000001,-116.90328000000001
CHINO VALLEY MEDICAL CENTER,CHINO,CA,91710,SAN BERNARDINO,9096276111,6.19078673348,5.34823940885,6.70620613752,6.8002233115,34.015962999999999,-117.68737
COLORADO RIVER MEDICAL CENTER,NEEDLES,CA,92363,SAN BERNARDINO,7603264531,4.89143022708,5.72217514768,6.32627180298,6.93399202078,34.808717999999999,-114.62663999999999
COMMUNITY HOSPITAL OF SAN BERNARDINO,SAN BERNARDINO,CA,92411,SAN BERNARDINO,9098876333,4.5317845861,5.07900567688,6.37163054785,7.41119049704,34.120509999999996,-117.3176
DESERT VALLEY HOSPITAL,VICTORVILLE,CA,92395,SAN BERNARDINO,7602418000,8.31601204406,4.27130448099,6.13022535777,6.77635212769,,
HI-DESERT MEDICAL CENTER,JOSHUA TREE,CA,92252,SAN BERNARDINO,7603663711,3.32288930924,4.82472937447,6.2938005693,8.24758272939,34.175926000000004,-116.29137
KAISER FOUNDATION HOSPITAL FONTANA,FONTANA,CA,92335,SAN BERNARDINO,9094275500,3.91451970884,6.35038718893,6.19840799057,8.51016575126,34.088910999999996,-117.45213000000001
LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,LOMA LINDA,CA,92354,SAN BERNARDINO,9095588000,4.89143022708,5.43798398617,6.32627180298,6.93399202078,34.050764000000001,-117.25327
LOMA LINDA UNIVERSITY MEDICAL CENTER,LOMA LINDA,CA,92354,SAN BERNARDINO,9095584000,6.07345641047,5.60251571126,3.89721727918,6.53403709207,34.050764000000001,-117.25327
MONTCLAIR HOSPITAL MEDICAL CENTER,MONTCLAIR,CA,91763,SAN BERNARDINO,9096258300,5.39471993013,4.64524021983,6.51158083965,7.20017824018,34.070409999999995,-117.69938
MOUNTAINS COMMUNITY HOSPITAL,LAKE ARROWHEAD,CA,92352,SAN BERNARDINO,9093363651,5.06664114809,5.21362254286,6.32627180298,9.2022048818,34.25629,-117.19131999999999
REDLANDS COMMUNITY HOSPITAL,REDLANDS,CA,92373,SAN BERNARDINO,9093355500,4.55347642257,6.15594060474,6.36509156751,7.69111390715,34.034714000000001,-117.17305
SAN ANTONIO REGIONAL HOSPITAL,UPLAND,CA,91786,SAN BERNARDINO,7149852811,6.33519660254,5.33328197929,6.32627180298,5.42920664129,34.101659000000005,-117.65776000000001
ST BERNARDINE MEDICAL CENTER,SAN BERNARDINO,CA,92404,SAN BERNARDINO,9098838711,3.87025246083,5.28840969063,6.66697225546,4.9810589453,34.148559999999996,-117.26298
ST MARY MEDICAL CENTER,APPLE VALLEY,CA,92307,SAN BERNARDINO,7602422311,7.14390636,4.55549564251,7.39641766729,5.46219841891,34.538621999999997,-117.17728999999999
VICTOR VALLEY GLOBAL MEDICAL CENTER,VICTORVILLE,CA,92392,SAN BERNARDINO,7602458691,4.7527543455,2.77556152564,6.77465731161,6.40454717992,34.489466,-117.35321
ALVARADO HOSPITAL MEDICAL CENTER,SAN DIEGO,CA,92120,SAN DIEGO,6192293172,6.58816260144,4.66019764938,8.05490775751,5.39610226374,32.794449,-117.07221000000001
GROSSMONT HOSPITAL,LA MESA,CA,91942,SAN DIEGO,6194650711,4.79992106502,6.11106831608,6.74294929913,7.4305576839,32.784999999999997,-117.01860000000001
KAISER FOUNDATION HOSPITAL - SAN DIEGO,SAN DIEGO,CA,92120,SAN DIEGO,6195285000,4.91524813447,5.72217514768,5.99702887934,6.93399202078,32.794449,-117.07221000000001
PALOMAR HEALTH DOWNTOWN CAMPUS,ESCONDIDO,CA,92025,SAN DIEGO,7607393000,4.04648393924,5.90166430233,7.09798773487,7.21166343239,33.106862,-117.07077
PARADISE VALLEY HOSPITAL,NATIONAL CITY,CA,91950,SAN DIEGO,6194704321,6.25762098505,4.82472937447,6.69773365991,4.63087318285,32.670903000000003,-117.09272
POMERADO HOSPITAL,POWAY,CA,92064,SAN DIEGO,8584856511,4.67172384029,5.99140887965,6.95216981595,6.86035167074,32.973644999999998,-117.03701000000001
RADY CHILDREN'S HOSPITAL - SAN DIEGO,SAN DIEGO,CA,92123,SAN DIEGO,8585761700,4.89143022708,5.21362254286,6.32627180298,6.93399202078,32.803798999999998,-117.13594999999999
SCRIPPS GREEN HOSPITAL,LA JOLLA,CA,92037,SAN DIEGO,8584559100,7.70820024394,7.02347151884,6.55812575825,7.1377978825,32.838760999999998,-117.26158999999998
SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,ENCINITAS,CA,92024,SAN DIEGO,7607536501,6.31307499798,5.42302655661,4.36236435619,6.61420823769,33.053091999999999,-117.26855
SCRIPPS MEMORIAL HOSPITAL LA JOLLA,LA JOLLA,CA,92037,SAN DIEGO,8586264123,4.04931671407,6.29055747072,5.03068305752,5.87870553636,32.838760999999998,-117.26158999999998
SCRIPPS MERCY HOSPITAL,SAN DIEGO,CA,92103,SAN DIEGO,6192948111,7.03044256253,5.10892053599,6.33292703484,5.7253444404,32.746017999999999,-117.16715000000001
SHARP CHULA VISTA MEDICAL CENTER,CHULA VISTA,CA,91911,SAN DIEGO,6195025800,7.11918701687,6.24568518206,8.03388097473,6.28226366287,32.608798999999998,-117.0607
SHARP CORONADO HOSPITAL AND HLTHCR CTR,CORONADO,CA,92118,SAN DIEGO,6194356251,4.20266862726,7.36749239858,6.31773431152,8.24442993153,32.682727,-117.17441000000001
SHARP MEMORIAL HOSPITAL,SAN DIEGO,CA,92123,SAN DIEGO,8589393400,4.89916782195,7.0384289484,8.58131581565,7.03893514957,32.803798999999998,-117.13594999999999
TRI-CITY MEDICAL CENTER,OCEANSIDE,CA,92056,SAN DIEGO,7607248411,3.88991449987,4.77985708581,5.19735992093,7.22269822491,33.195353999999995,-117.28232
UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,SAN DIEGO,CA,92103,SAN DIEGO,6195436222,6.49637752015,6.09611088652,4.687165043,6.9450268133,32.746017999999999,-117.16715000000001
CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS,SAN FRANCISCO,CA,94110,SAN FRANCISCO,4156416562,5.82026141873,4.82472937447,6.52286628724,7.72782148225,37.748730000000002,-122.41545000000001
CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,SAN FRANCISCO,CA,94117,SAN FRANCISCO,4156006000,4.91183805008,4.85464423358,6.8416046545,8.5351629343,37.770936999999996,-122.44276000000001
CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,SAN FRANCISCO,CA,94115,SAN FRANCISCO,4156006000,6.4890634309,5.18370768376,8.38585132627,8.45116339128,37.786128999999995,-122.43736000000001
CHINESE HOSPITAL,SAN FRANCISCO,CA,94133,SAN FRANCISCO,4159822400,6.10947349055,5.57260085215,6.70078831705,9.55644424149,37.801878000000002,-122.41018000000001
KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,SAN FRANCISCO,CA,94115,SAN FRANCISCO,4158332646,5.03012170586,5.72217514768,6.81985281024,6.93399202078,37.786128999999995,-122.43736000000001
LAGUNA HONDA HOSPITAL & REHABILITATION CENTER,SAN FRANCISCO,CA,94116,SAN FRANCISCO,4157592300,5.08610902821,5.21362254286,6.25124348882,8.52885733858,37.743380999999999,-122.48578000000001
SAINT FRANCIS MEMORIAL HOSPITAL,SAN FRANCISCO,CA,94109,SAN FRANCISCO,4153536000,6.5333182944,5.07900567688,6.33022148137,7.27854778702,37.792778000000006,-122.42188
SAN FRANCISCO GENERAL HOSPITAL,SAN FRANCISCO,CA,94110,SAN FRANCISCO,4152068000,2.29042208979,5.57260085215,4.92027902084,7.31593096166,37.748730000000002,-122.41545000000001
ST MARY'S MEDICAL CENTER,SAN FRANCISCO,CA,94117,SAN FRANCISCO,4156681000,5.805183348,4.89951652224,6.73681313072,7.27787218748,37.770936999999996,-122.44276000000001
UCSF MEDICAL CENTER,SAN FRANCISCO,CA,94143,SAN FRANCISCO,4153532733,6.70318225399,7.23287553259,6.47344126334,6.48606952461,37.763129999999997,-122.45858200000001
DAMERON HOSPITAL,STOCKTON,CA,95203,SAN JOAQUIN,2099445550,3.19053980516,4.49566592429,6.88185227991,7.00538037236,37.954822999999998,-121.30735
DOCTORS HOSPITAL OF MANTECA,MANTECA,CA,95336,SAN JOAQUIN,2098233111,4.84246086075,5.93157916143,6.48941946993,7.79403023733,37.812815000000001,-121.21416000000001
KAISER FOUNDATION HOSPITAL MANTECA,MANTECA,CA,95337,SAN JOAQUIN,2098253700,4.96996486693,5.87174944322,6.36442021429,6.93399202078,37.782332000000004,-121.23578000000001
LODI MEMORIAL HOSPITAL,LODI,CA,95240,SAN JOAQUIN,2093343411,3.94103338627,5.66234542947,6.56669222531,7.86159019123,38.124629999999996,-121.25039
SAN JOAQUIN GENERAL HOSPITAL,FRENCH CAMP,CA,95231,SAN JOAQUIN,2094686000,4.14606743153,3.65804986929,6.12956071808,7.74448627094,37.882742,-121.27978
ST JOSEPH'S MEDICAL CENTER OF STOCKTON,STOCKTON,CA,95204,SAN JOAQUIN,2099432000,3.14143214784,4.86960166313,4.37082340673,6.0559378164,37.974272999999997,-121.3147
SUTTER TRACY COMMUNITY HOSPITAL,TRACY,CA,95376,SAN JOAQUIN,2098351500,5.55585464589,5.60251571126,6.49957704412,6.04220062545,37.728417,-121.42398999999999
FRENCH HOSPITAL MEDICAL CENTER,SAN LUIS OBISPO,CA,93401,SAN LUIS OBISPO,8055435353,4.63488244549,6.36534461849,7.71661287102,7.39317450926,35.262547999999995,-120.65196
SIERRA VISTA REGIONAL MEDICAL CENTER,SAN LUIS OBISPO,CA,93405,SAN LUIS OBISPO,8505467600,4.63114856069,5.52772856349,7.03959343198,7.55419240003,35.277189,-120.70305
TWIN CITIES COMMUNITY HOSPITAL,TEMPLETON,CA,93465,SAN LUIS OBISPO,8054343500,2.18502751709,5.76704743635,5.86993500166,8.40409662321,35.544640000000001,-120.72428000000001
KAISER FOUNDATION HOSPITAL - REDWOOD CITY,REDWOOD CITY,CA,94063,SAN MATEO,6502992000,4.72439726749,6.36534461849,6.74459411451,6.93399202078,37.483503999999996,-122.2144
KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,6507423200,4.96176796646,5.69226028858,6.64546881189,6.93399202078,37.652856999999997,-122.4301
MENLO PARK SURGICAL HOSPITAL,MENLO PARK,CA,94025,SAN MATEO,6503248500,4.90405665726,9.43161767697,6.30549554236,6.93399202078,37.451687999999997,-122.18385000000001
MILLS-PENINSULA MEDICAL CENTER,BURLINGAME,CA,94010,SAN MATEO,6506965270,7.27857047176,6.75423778688,6.7876949911,8.30027949364,37.574936000000001,-122.36332
SAN MATEO MEDICAL CENTER,SAN MATEO,CA,94403,SAN MATEO,6505732222,4.64312845718,5.06404824733,6.18988851824,7.89627096771,37.539685999999996,-122.30266
SEQUOIA HOSPITAL,REDWOOD CITY,CA,94062,SAN MATEO,6503675551,5.66807561053,6.51491891402,7.75976745587,6.91439963407,37.444879,-122.26253
SETON MEDICAL CENTER,DALY CITY,CA,94015,SAN MATEO,6509924000,6.32965778498,4.91447395179,6.82531762543,5.15333682843,37.682583000000001,-122.48208999999999
GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,CA,93111,SANTA BARBARA,8056816446,5.03110917048,7.63672613054,7.18026207172,7.52559201943,34.443528999999998,-119.80297
LOMPOC VALLEY MEDICAL CENTER,LOMPOC,CA,93436,SANTA BARBARA,8057373300,4.36841150749,4.82472937447,6.74409731313,8.70181082125,34.639682000000001,-120.44710000000001
MARIAN REGIONAL MEDICAL CENTER,SANTA MARIA,CA,93454,SANTA BARBARA,8057393100,3.64849377105,6.29055747072,6.28330060498,7.76115105964,34.900809000000002,-120.34876000000001
SANTA BARBARA COTTAGE HOSPITAL,SANTA BARBARA,CA,93102,SANTA BARBARA,8056827111,5.35781803934,6.75423778688,7.29486877955,7.30061737205,34.262834000000005,-119.848555
SANTA YNEZ VALLEY COTTAGE HOSPITAL,SOLVANG,CA,93463,SANTA BARBARA,8056886431,4.46541974994,10,6.32627180298,8.65609525226,34.608938000000002,-120.13838
EL CAMINO HOSPITAL,MOUNTAIN VIEW,CA,94040,SANTA CLARA,6509407000,5.11156475316,6.57474863224,7.2664839655,6.5441710852,37.380206999999999,-122.08787
GOOD SAMARITAN HOSPITAL,SAN JOSE,CA,95124,SANTA CLARA,4085592011,6.40098430326,4.80977194492,6.27679519229,6.66104980591,37.256743,-121.92312
KAISER FOUNDATION HOSPITAL-SAN JOSE,SAN JOSE,CA,95119,SANTA CLARA,4089727000,3.49487084751,5.64738799992,6.69273207843,9.24859605033,37.232244000000001,-121.79092
KAISER FOUNDATION HOSPITAL-SANTA CLARA,SANTA CLARA,CA,95051,SANTA CLARA,4082366400,4.58661805879,6.05123859786,6.48243739646,6.93399202078,37.346240999999999,-121.9846
LUCILE SALTER PACKARD CHILDREN'S HSP AT STANFORD,PALO ALTO,CA,94304,SANTA CLARA,6504978000,4.89143022708,5.21362254286,6.32627180298,6.93399202078,37.397822999999995,-122.16605
O'CONNOR HOSPITAL,SAN JOSE,CA,95128,SANTA CLARA,4089472500,4.45930457764,5.18370768376,6.37521557404,6.54236948642,37.316983,-121.93555000000001
REGIONAL MEDICAL CENTER OF SAN JOSE,SAN JOSE,CA,95116,SANTA CLARA,4082595000,5.26480065064,4.5255807834,4.6340475764,4.96754695446,37.349640000000001,-121.8544
SAINT LOUISE REGIONAL HOSPITAL,GILROY,CA,95020,SANTA CLARA,4088482000,4.57807616101,5.61747314081,5.98115808927,6.24825848594,37.016942999999998,-121.56581000000001
SANTA CLARA VALLEY MEDICAL CENTER,SAN JOSE,CA,95128,SANTA CLARA,4088855000,3.82303846109,4.15164504456,7.04906622589,8.39148543177,37.316983,-121.93555000000001
STANFORD HEALTH CARE,STANFORD,CA,94305,SANTA CLARA,6507235708,5.68094606909,6.18585546384,6.53749507386,6.93827081788,37.427039000000001,-122.16496000000001
DOMINICAN HOSPITAL,SANTA CRUZ,CA,95065,SANTA CRUZ,8314627700,4.83185992572,4.64524021983,6.76699045786,7.12991588785,37.010321999999995,-121.98523
SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ,SANTA CRUZ,CA,95065,SANTA CRUZ,8314772200,5.01728941746,7.27774782125,6.70215787761,6.17146533803,37.010321999999995,-121.98523
WATSONVILLE COMMUNITY HOSPITAL,WATSONVILLE,CA,95076,SANTA CRUZ,8317244741,3.88296342026,4.91447395179,5.97576712293,7.58797237712,36.922902000000001,-121.77224
MAYERS MEMORIAL HOSPITAL,FALL RIVER MILLS,CA,96028,SHASTA,5303365511,4.82240303943,6.23072775251,6.32627180298,8.73784279681,41.056096999999994,-121.49021
MERCY MEDICAL CENTER REDDING,REDDING,CA,96001,SHASTA,5302256102,0.716650911454,5.03413338822,6.78368701239,6.58290545892,40.568159999999999,-122.41519
PATIENTS' HOSPITAL OF REDDING,REDDING,CA,96001,SHASTA,5302258700,4.93677545623,9.26708595188,6.50974133183,6.93399202078,40.568159999999999,-122.41519
SHASTA REGIONAL MEDICAL CENTER,REDDING,CA,96001,SHASTA,5302445454,5.52085027126,4.7200273676,8.76622663245,7.19049464675,40.568159999999999,-122.41519
FAIRCHILD MEDICAL CENTER,YREKA,CA,96097,SISKIYOU,5308424121,3.67525421774,5.99140887965,6.32627180298,7.96630812019,41.749248999999999,-122.64478999999999
MERCY MEDICAL CENTER MT SHASTA,MOUNT SHASTA,CA,96067,SISKIYOU,5309266111,3.56686045709,6.70936549822,6.32627180298,9.0925325562,41.317771,-122.31206999999999
KAISER FOUNDATION HOSPITAL - VACAVILLE,VACAVILLE,CA,95688,SOLANO,7076244000,5.00268944534,6.18585546384,6.78453291745,6.93399202078,38.380528000000005,-121.99191999999999
KAISER FOUNDATION HOSPITAL AND REHAB CENTER,VALLEJO,CA,94589,SOLANO,7076511000,5.16731137774,6.0063663092,6.79757731047,9.13959932427,38.152068,-122.25073999999999
NORTHBAY MEDICAL CENTER,FAIRFIELD,CA,94533,SOLANO,7076465000,4.23261044632,5.84183458411,5.2612593202,7.03735875064,38.269582,-122.03701000000001
SUTTER SOLANO MEDICAL CENTER,VALLEJO,CA,94589,SOLANO,7075545280,4.53158027242,5.27345226108,6.09850391822,6.08093499944,38.152068,-122.25073999999999
HEALDSBURG DISTRICT HOSPITAL,HEALDSBURG,CA,95448,SONOMA,7074316500,4.90321844716,5.1388353951,6.32627180298,7.50622483257,38.614088000000002,-122.87626000000002
KAISER FOUNDATION HOSPITAL-SANTA ROSA,SANTA ROSA,CA,95403,SONOMA,7075714000,4.93555984686,6.36534461849,6.49237342409,6.93399202078,38.480494,-122.74976000000001
PETALUMA VALLEY HOSPITAL,PETALUMA,CA,94954,SONOMA,7077781111,5.43525347306,5.12387796554,6.5638322606,7.44474527428,38.243299,-122.6069
SANTA ROSA MEMORIAL HOSPITAL,SANTA ROSA,CA,95405,SONOMA,7075255300,3.97050335234,5.06404824733,8.1088778427,7.94401333532,38.438161000000001,-122.67419
SONOMA DEVELOPMENTAL CENTER,ELDRIDGE,CA,95431,SONOMA,7079386000,4.89143022708,5.21362254286,6.32627180298,6.93399202078,38.347912999999998,-122.51753000000001
SONOMA VALLEY HOSPITAL,SONOMA,CA,95476,SONOMA,7079355000,5.11648264294,6.03628116831,6.52175855443,6.80742970661,38.277146999999999,-122.47058
SONOMA WEST MEDICAL CENTER,SEBASTOPOL,CA,95472,SONOMA,7078238511,4.89143022708,5.21362254286,6.32627180298,6.93399202078,38.393314000000004,-122.83666000000001
SUTTER SANTA ROSA REGIONAL HOSPITAL,SANTA ROSA,CA,95403,SONOMA,7075764000,4.1569753173,6.72432292777,6.12721098182,8.40634862168,38.480494,-122.74976000000001
DOCTORS MEDICAL CENTER,MODESTO,CA,95350,STANISLAUS,2095781211,2.66628918862,5.25849483152,4.09201712888,7.2636845971,37.671778000000003,-121.01248999999999
EMANUEL MEDICAL CENTER,TURLOCK,CA,95382,STANISLAUS,2096674200,5.2262853968,4.7499422267,6.41287848956,7.07474192528,37.523901000000002,-120.8516
MEMORIAL MEDICAL CENTER,MODESTO,CA,95355,STANISLAUS,2095264500,5.06445364884,5.30336712019,5.62680443381,6.98353598717,37.673513,-120.95566000000001
OAK VALLEY HOSPITAL DISTRICT,OAKDALE,CA,95361,STANISLAUS,2098473011,4.63355904307,4.98926109956,7.27035767356,7.47830005151,37.776528000000006,-120.84756000000002
STANISLAUS SURGICAL HOSPITAL,MODESTO,CA,95355,STANISLAUS,2095722700,5.05202854433,9.17734137455,6.8828525962,6.05728901549,37.673513,-120.95566000000001
SUTTER SURGICAL HOSPITAL - NORTH VALLEY,YUBA CITY,CA,95991,SUTTER,5307495700,4.91308332051,8.89315021304,7.20663953966,5.92261950657,39.114137999999997,-121.61960000000001
ST ELIZABETH COMMUNITY HOSPITAL,RED BLUFF,CA,96080,TEHAMA,5305298012,3.91335119996,5.96149402054,6.82875495391,8.6367280654,40.183836999999997,-122.24073999999999
TRINITY HOSPITAL,WEAVERVILLE,CA,96093,TRINITY,5306235541,5.12749978769,5.21362254286,6.32627180298,8.36243465147,40.734483000000004,-122.93982
KAWEAH DELTA MEDICAL CENTER,VISALIA,CA,93291,TULARE,5596242000,4.74343909767,5.54268599304,7.02931501422,7.80483983,36.351009000000005,-119.33655
PORTERVILLE DEVELOPMENTAL CENTER,PORTERVILLE,CA,93257,TULARE,5597822222,4.89143022708,5.21362254286,6.32627180298,6.93399202078,36.055121,-119.01595
SIERRA VIEW MEDICAL CENTER,PORTERVILLE,CA,93257,TULARE,5597841110,1.55912794072,5.12387796554,7.07655814016,7.57355958689,36.055121,-119.01595
TULARE REGIONAL MEDICAL CENTER,TULARE,CA,93274,TULARE,5596880821,4.06438648352,3.73283701706,6.53244649766,8.4946269618,36.201450999999999,-119.34993999999999
ADVENTIST HEALTH SONORA,SONORA,CA,95370,TUOLUMNE,2095323161,3.36087369688,5.42302655661,6.45201838216,8.24555593076,37.995238000000001,-120.3437
ADVENTIST HEALTH SIMI VALLEY,SIMI VALLEY,CA,93065,VENTURA,8059556000,6.22714831101,5.09396310644,6.98910095647,6.62366663127,34.265003,-118.77176999999999
COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,VENTURA,CA,93003,VENTURA,8056525011,3.89329159258,5.22857997242,7.4347049413,6.56826746885,34.268735999999997,-119.22490000000001
LOS ROBLES HOSPITAL & MEDICAL CENTER,THOUSAND OAKS,CA,91360,VENTURA,8054972727,5.65933892476,5.45294141572,5.9303836454,6.63289982501,34.208837000000003,-118.87348
OJAI VALLEY COMMUNITY HOSPITAL,OJAI,CA,93023,VENTURA,8056402280,4.22634717089,7.15808838483,6.32627180298,8.15434999263,34.456957000000003,-119.25306999999999
ST JOHNS PLEASANT VALLEY HOSPITAL,CAMARILLO,CA,93010,VENTURA,8053895800,3.80035254931,5.22857997242,6.21317104784,5.54878776017,34.231753999999995,-119.05258000000001
ST JOHNS REGIONAL MEDICAL CENTER,OXNARD,CA,93030,VENTURA,8059882500,5.70703951534,5.19866511331,5.93335102662,4.82454505147,34.21707,-119.1769
VENTURA COUNTY MEDICAL CENTER,VENTURA,CA,93003,VENTURA,8056526075,3.41002204619,4.97430367001,6.0933882067,7.05897793597,34.268735999999997,-119.22490000000001
SUTTER DAVIS HOSPITAL,DAVIS,CA,95616,YOLO,5307566440,4.15651928616,7.18800324393,6.80500247706,7.43371048176,38.549256,-121.73654999999999
WOODLAND MEMORIAL HOSPITAL,WOODLAND,CA,95695,YOLO,5306623961,2.61660745126,5.94653659099,5.64897923059,7.26255859787,38.697237999999999,-121.80944
RIDEOUT MEMORIAL HOSPITAL,MARYSVILLE,CA,95901,YUBA,5307494300,2.45624587772,3.56830529197,5.2880463136,7.34610774119,39.159729999999996,-121.53735
CHILDRENS HOSPITAL COLORADO,AURORA,CO,80045,ADAMS,7207771234,5.26938926566,4.15369050521,6.32627180298,6.47855886541,39.746735999999999,-104.83836099999999
NORTH SUBURBAN MEDICAL CENTER,THORNTON,CO,80229,ADAMS,3034517800,5.18637483326,5.00626398976,6.7401034127,4.95328030002,39.859584999999996,-104.95943
PLATTE VALLEY MEDICAL CENTER,BRIGHTON,CO,80601,ADAMS,3034981601,4.78477795608,5.60456117191,6.00547515403,6.33848456043,39.973250999999998,-104.82406999999999
SCL HEALTH COMMUNITY HOSPITAL- WESTMINSTER,WESTMINSTER,CO,80020,ADAMS,8174563149,5.26938926566,4.15369050521,6.32627180298,6.47855886541,39.934040000000003,-105.05453999999999
UNIVERSITY OF COLORADO HOSPITAL AUTHORITY,AURORA,CO,80045,ADAMS,7208480000,6.65107755043,5.45498687637,5.91726605474,7.05034127753,39.746735999999999,-104.83836099999999
SAN LUIS VALLEY HEALTH,ALAMOSA,CO,81101,ALAMOSA,7195892511,5.29056966922,5.52977402414,6.89883816753,5.8700688781,37.471802000000004,-105.83471000000002
CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL,LITTLETON,CO,80122,ARAPAHOE,3037305888,4.64049724548,4.81181740557,6.28148188897,6.7764982633,39.582603999999996,-104.95833999999999
"MEDICAL CENTER OF AURORA, THE",AURORA,CO,80012,ARAPAHOE,3038735511,6.73236817547,5.08105113753,7.95986493367,5.10123659966,39.698386999999997,-104.83955999999999
SWEDISH MEDICAL CENTER,ENGLEWOOD,CO,80113,ARAPAHOE,3037885000,4.87079035178,4.84173226468,6.61715849791,6.06711874452,,
PAGOSA SPRINGS MEDICAL CENTER,PAGOSA SPRINGS,CO,81147,ARCHULETA,9707313700,5.44787351901,4.15369050521,6.32627180298,8.13332734278,37.241178999999995,-107.11287
SOUTHEAST COLORADO HOSPITAL,SPRINGFIELD,CO,81073,BACA,7195234501,4.82162802285,4.15369050521,6.32627180298,7.75544199921,37.409787000000001,-102.61726
CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL,LOUISVILLE,CO,80027,BOULDER,3036731000,6.14455657186,5.85883747432,5.89447361299,6.75397827858,39.963321999999998,-105.15053
FOOTHILLS HOSPITAL,BOULDER,CO,80304,BOULDER,3034157000,5.26655557532,5.55968888325,5.34158738394,6.40244131705,40.039784000000004,-105.27938
GOOD SAMARITAN MEDICAL CENTER,LAFAYETTE,CO,80026,BOULDER,3036894000,4.75765568484,5.18575314441,6.1963878686,7.40277903845,40.002155999999999,-105.10036000000001
LONGMONT UNITED HOSPITAL,LONGMONT,CO,80501,BOULDER,3036515111,5.31537072771,5.67934831967,6.27716508778,6.62268676764,40.171484,-105.10033
ST ANTHONY NORTH HEALTH CAMPUS,WESTMINSTER,CO,80023,BROOMFIELD,7206270000,5.3732841152,4.64728568048,5.5429933493,6.34861855356,,
HEART OF THE ROCKIES REGIONAL MEDICAL CENTER,SALIDA,CO,81201,CHAFFEE,7195302200,4.87266666542,6.57679409289,6.32627180298,6.87918939366,38.533464000000002,-106.03468000000001
KEEFE MEMORIAL HOSPITAL,CHEYENNE WELLS,CO,80810,CHEYENNE,7197675661,5.26938926566,4.15369050521,6.4854255695,6.47855886541,38.846982000000004,-102.37913
